,Nom,Infos,Prix,Date
140,KFA2 GeForce RTX 4080 SUPER SG (1-Click OC),16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 249€95,2024-10-19
141,KFA2 GeForce RTX 4060 EX 2X (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),344€95,2024-10-19
142,KFA2 GeForce RTX 4060 Ti 8 GB EX (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),459€95,2024-10-19
143,KFA2 GeForce RTX 4060 Ti 8GB EX White (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),489€95,2024-10-19
144,KFA2 GeForce RTX 4070 SUPER 1-Click OC 2X V2,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-19
145,KFA2 GeForce RTX 4070 Ti SUPER EX Gamer (1-Click OC),16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
146,KFA2 GeForce RTX 4070 Ti SUPER EX Gamer White (1-Click OC),16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
147,KFA2 GeForce RTX 4080 SUPER ST (1-Click OC),16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 219€95,2024-10-19
148,MSI GeForce GT 1030 2GHD4 LP OC,2 Go DDR4 - HDMI/DisplayPort - PCI Express (NVIDIA GeForce GT 1030) Low Profile,82€95,2024-10-19
149,MSI GeForce GT 710 2GD3H LP,2 Go HDMI/DVI - PCI Express (NVIDIA GeForce avec CUDA GT 710),54€95,2024-10-19
150,MSI GeForce RTX 3050 LP 6G OC,6 Go GDDR6 - Dual HDMI/DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),214€95,2024-10-19
151,MSI GeForce RTX 3050 VENTUS 2X 6G OC,6 Go GDDR6 - Dual HDMI/DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),214€95,2024-10-19
152,MSI GeForce RTX 3050 VENTUS 2X XS 8G OC,8 Go GDDR6 - DVI/HDMI/DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),224€95,2024-10-19
153,MSI GeForce RTX 4060 GAMING X 8G,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),369€95,2024-10-19
154,MSI GeForce RTX 4060 GAMING X NV EDITION 8G,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),359€95,2024-10-19
155,MSI GeForce RTX 4060 Ti GAMING X 8G,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),489€95,2024-10-19
156,MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),439€95,2024-10-19
157,MSI GeForce RTX 4060 VENTUS 2X BLACK 8G OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),349€95,2024-10-19
158,MSI GeForce RTX 4060 VENTUS 2X WHITE 8G OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),359€95,2024-10-19
159,MSI GeForce RTX 4070 SUPER 12G GAMING X SLIM WHITE,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),799€95,2024-10-19
160,MSI GeForce RTX 4070 SUPER 12G VENTUS 2X OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-19
161,MSI GeForce RTX 4070 Ti SUPER 16G EXPERT,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 079€95,2024-10-19
162,MSI GeForce RTX 4070 TI SUPER 16G GAMING SLIM Stalker 2 EDITION + Jeu S.T.A.L.K.E.R. 2 : Heart of Chornobyl DELUXE EDITION,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER) + Jeu PC S.T.A.L.K.E.R. 2 : Heart of Chornobyl DELUXE EDITION inclus (code de téléchargement),1 049€95,2024-10-19
163,MSI GeForce RTX 4070 TI SUPER 16G VENTUS 2X OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),979€95,2024-10-19
164,MSI GeForce RTX 4070 VENTUS 2X E1 12G OC,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),609€95,2024-10-19
165,MSI Radeon RX 6750 XT MECH 2X 12G V1,12 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 6750 XT),429€95,2024-10-19
166,MSI GeForce RTX 4060 Ti 8G VENTUS 2X BLACK E1 OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),459€95,2024-10-19
167,MSI GeForce RTX 4060 Ti VENTUS 3X E 8G OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),479€95,2024-10-19
168,MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC,16 Go GDDR6X - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 239€95,2024-10-19
169,MSI GeForce RTX 4090 GAMING X SLIM 24G,24 Go GDDR6X - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 049€95,2024-10-19
170,MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,16 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),529€95,2024-10-19
171,MSI GeForce RTX 4070 SUPER 12G GAMING X SLIM,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),799€95,2024-10-19
172,MSI GeForce RTX 4070 TI SUPER 16G GAMING X SLIM,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 049€95,2024-10-19
173,MSI GeForce RTX 4090 VENTUS 3X E 24G OC,24 Go GDDR6X - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),1 949€95,2024-10-19
174,MSI GeForce RTX 4060 AERO ITX 8G OC,8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),339€95,2024-10-19
175,MSI GeForce RTX 4060 Ti GAMING X SLIM WHITE 16G,16 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),569€95,2024-10-19
176,MSI GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-19
177,MSI GeForce RTX 4070 TI SUPER 16G VENTUS 2X WHITE OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),959€95,2024-10-19
178,MSI GeForce RTX 4080 SUPER 16G EXPERT,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 329€95,2024-10-19
179,MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM,16 Go GDDR6X - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 299€95,2024-10-19
180,MSI GeForce RTX 4090 GAMING X TRIO 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 099€95,2024-10-19
181,PowerColor AMD Radeon RX 7900 XT Hellhound,20 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7900 XT),779€95,2024-10-19
182,PowerColor Fighter AMD Radeon RX 6600 8GB GDDR6,8 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 6600),229€95,2024-10-19
183,PowerColor Fighter AMD Radeon RX 7800 XT 16GB GDDR6,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),579€95,2024-10-19
184,PowerColor  AMD Radeon RX 7800 XT 16GB GDDR6,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),549€95,2024-10-19
185,Sapphire NITRO+ AMD Radeon RX 7700 XT OC Gaming 12GB,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),499€95,2024-10-19
186,Sapphire NITRO+ AMD Radeon RX 7800 XT GAMING OC 16GB,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7800 XT),649€96,2024-10-19
187,Sapphire NITRO+ AMD Radeon RX 7900 GRE 16GB,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 GRE),679€95,2024-10-19
188,Sapphire Pulse AMD Radeon RX 7600 8GB,8 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7600),299€95,2024-10-19
189,Sapphire Pulse AMD Radeon RX 7600 XT GAMING OC 16GB,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7600 XT),389€95,2024-10-19
190,Sapphire PULSE AMD Radeon RX 7700 XT 12GB,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),469€95,2024-10-19
191,Sapphire PULSE AMD Radeon RX 7800 XT 16GB,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),599€95,2024-10-19
192,Sapphire Pulse AMD Radeon RX 7900 XT 20GB,20 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XT),829€95,2024-10-19
193,Sapphire PULSE AMD Radeon RX 7900 XTX 24GB,24 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XTX),1 099€95,2024-10-19
194,Sapphire PULSE Radeon RX 6600 8GB,8Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 6600),259€95,2024-10-19
195,Sapphire PURE AMD Radeon RX 7700 XT 12GB Frostpunk 2 Edition,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),499€95,2024-10-19
196,Sapphire PURE AMD Radeon RX 7700 XT GAMING OC 12GB,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),479€95,2024-10-19
197,Sapphire PURE AMD Radeon RX 7800 XT GAMING OC 16GB,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (AMD Radeon RX 7800 XT),619€95,2024-10-19
198,Sapphire NITRO+ AMD Radeon RX 7900 XT Vapor-X 20GB,20 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XT),879€95,2024-10-19
199,Sapphire NITRO+ AMD Radeon RX 7900 XTX Vapor-X 24GB,24 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XTX),1 149€95,2024-10-19
